group,type,schema,property,value_type,required,enum,max_length,default,description,doc_url
webhook-object,ImageSet,ImageSet,id,string,true,,,,Image set ID. Only included when multiple images are sent simultaneously.,https://developers.line.biz/en/reference/messaging-api/#webhook-event-objects
webhook-object,ImageSet,ImageSet,index,integer,false,,,,"An index starting from 1, indicating the image number in a set of images sent simultaneously. Only included when multiple images are sent simultaneously. However, it won't be included if the sender is using LINE 11.15 or earlier for Android.",https://developers.line.biz/en/reference/messaging-api/#webhook-event-objects
webhook-object,ImageSet,ImageSet,total,integer,false,,,,The total number of images sent simultaneously.,https://developers.line.biz/en/reference/messaging-api/#webhook-event-objects
webhook-object,JoinedMembers,JoinedMembers,members,array<UserSource>,true,,,,Users who joined. Array of source user objects.,https://developers.line.biz/en/reference/messaging-api/#member-joined-event
webhook-object,LeftMembers,LeftMembers,members,array<UserSource>,true,,,,Users who left. Array of source user objects.,https://developers.line.biz/en/reference/messaging-api/#member-left-event
webhook-object,LinkContent,LinkContent,result,string,true,ok|failed,,,One of the following values to indicate whether linking the account was successful or not,https://developers.line.biz/en/reference/messaging-api/#account-link-event
webhook-object,LinkContent,LinkContent,nonce,string,true,,,,Specified nonce (number used once) when verifying the user ID.,https://developers.line.biz/en/reference/messaging-api/#account-link-event
webhook-object,Mention,Mention,mentionees,array<Mentionee>,true,,,,Array of one or more mention objects. Max: 20 mentions,https://developers.line.biz/en/reference/messaging-api/#webhook-event-objects
webhook-object,PnpDelivery,PnpDelivery,data,string,true,,,,A hashed phone number string or a string specified by `X-Line-Delivery-Tag` header,https://developers.line.biz/en/docs/partner-docs/line-notification-messages/message-sending-complete-webhook-event/#overview-delivery-webhook-event
webhook-object,PostbackContent,PostbackContent,data,string,true,,,,Postback data,https://developers.line.biz/en/reference/messaging-api/#postback-event
webhook-object,PostbackContent,PostbackContent,params,object,false,,,,,https://developers.line.biz/en/reference/messaging-api/#postback-event
webhook-object,UnsendDetail,UnsendDetail,messageId,string,true,,,,The message ID of the unsent message,https://developers.line.biz/en/reference/messaging-api/#unsend-event
webhook-object,VideoPlayComplete,VideoPlayComplete,trackingId,string,true,,,,ID used to identify a video. Returns the same value as the trackingId assigned to the video message.,https://developers.line.biz/en/reference/messaging-api/#video-viewing-complete
